Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Tyllinge;86010;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medelvärde 1 dygn, 1 gång/dygn, kl 00;celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1961-11-21 00:00:01;1961-11-22 00:00:00;1961-11-21;5.3;Y
1961-11-22 00:00:01;1961-11-23 00:00:00;1961-11-22;1.6;Y
1961-11-23 00:00:01;1961-11-24 00:00:00;1961-11-23;-1.6;Y
1961-11-24 00:00:01;1961-11-25 00:00:00;1961-11-24;2.4;Y
1961-11-25 00:00:01;1961-11-26 00:00:00;1961-11-25;2.7;Y
1961-11-26 00:00:01;1961-11-27 00:00:00;1961-11-26;2.2;Y
1961-11-27 00:00:01;1961-11-28 00:00:00;1961-11-27;0.6;Y
1961-11-28 00:00:01;1961-11-29 00:00:00;1961-11-28;-4.7;Y
1961-11-29 00:00:01;1961-11-30 00:00:00;1961-11-29;0.4;Y
1961-11-30 00:00:01;1961-12-01 00:00:00;1961-11-30;2.3;Y
1961-12-01 00:00:01;1961-12-02 00:00:00;1961-12-01;1.4;Y
1961-12-02 00:00:01;1961-12-03 00:00:00;1961-12-02;0.9;Y
1961-12-03 00:00:01;1961-12-04 00:00:00;1961-12-03;0.7;Y
1961-12-04 00:00:01;1961-12-05 00:00:00;1961-12-04;0.5;Y
1961-12-05 00:00:01;1961-12-06 00:00:00;1961-12-05;2.8;Y
1961-12-06 00:00:01;1961-12-07 00:00:00;1961-12-06;2.3;Y
1961-12-07 00:00:01;1961-12-08 00:00:00;1961-12-07;0.3;Y
1961-12-08 00:00:01;1961-12-09 00:00:00;1961-12-08;-3.6;Y
1961-12-09 00:00:01;1961-12-10 00:00:00;1961-12-09;-4.2;Y
1961-12-10 00:00:01;1961-12-11 00:00:00;1961-12-10;-2.0;Y
1961-12-11 00:00:01;1961-12-12 00:00:00;1961-12-11;-0.1;Y
1961-12-12 00:00:01;1961-12-13 00:00:00;1961-12-12;-4.4;Y
1961-12-13 00:00:01;1961-12-14 00:00:00;1961-12-13;-8.5;Y
1961-12-14 00:00:01;1961-12-15 00:00:00;1961-12-14;-6.9;Y
1961-12-15 00:00:01;1961-12-16 00:00:00;1961-12-15;-11.2;Y
1961-12-16 00:00:01;1961-12-17 00:00:00;1961-12-16;-5.8;Y
1961-12-17 00:00:01;1961-12-18 00:00:00;1961-12-17;-3.0;Y
1961-12-18 00:00:01;1961-12-19 00:00:00;1961-12-18;-0.4;Y
1961-12-19 00:00:01;1961-12-20 00:00:00;1961-12-19;0.3;Y
1961-12-20 00:00:01;1961-12-21 00:00:00;1961-12-20;2.2;Y
1961-12-21 00:00:01;1961-12-22 00:00:00;1961-12-21;-5.4;Y
1961-12-22 00:00:01;1961-12-23 00:00:00;1961-12-22;-9.1;Y
1961-12-23 00:00:01;1961-12-24 00:00:00;1961-12-23;-10.9;Y
1961-12-24 00:00:01;1961-12-25 00:00:00;1961-12-24;-3.3;Y
1961-12-25 00:00:01;1961-12-26 00:00:00;1961-12-25;-0.2;Y
1961-12-26 00:00:01;1961-12-27 00:00:00;1961-12-26;-8.2;Y
1961-12-27 00:00:01;1961-12-28 00:00:00;1961-12-27;-11.6;Y
1961-12-28 00:00:01;1961-12-29 00:00:00;1961-12-28;-6.9;Y
1961-12-29 00:00:01;1961-12-30 00:00:00;1961-12-29;-6.0;Y
1961-12-30 00:00:01;1961-12-31 00:00:00;1961-12-30;-1.1;Y
1961-12-31 00:00:01;1962-01-01 00:00:00;1961-12-31;2.3;Y
1962-01-01 00:00:01;1962-01-02 00:00:00;1962-01-01;-1.2;Y
1962-01-02 00:00:01;1962-01-03 00:00:00;1962-01-02;-7.0;Y
1962-01-03 00:00:01;1962-01-04 00:00:00;1962-01-03;-2.8;Y
1962-01-04 00:00:01;1962-01-05 00:00:00;1962-01-04;-1.5;Y
1962-01-05 00:00:01;1962-01-06 00:00:00;1962-01-05;2.4;Y
1962-01-06 00:00:01;1962-01-07 00:00:00;1962-01-06;1.6;Y
1962-01-07 00:00:01;1962-01-08 00:00:00;1962-01-07;-2.8;Y
1962-01-08 00:00:01;1962-01-09 00:00:00;1962-01-08;2.5;Y
1962-01-09 00:00:01;1962-01-10 00:00:00;1962-01-09;1.4;Y
1962-01-10 00:00:01;1962-01-11 00:00:00;1962-01-10;1.2;Y
1962-01-11 00:00:01;1962-01-12 00:00:00;1962-01-11;2.1;Y
1962-01-12 00:00:01;1962-01-13 00:00:00;1962-01-12;3.8;Y
1962-01-13 00:00:01;1962-01-14 00:00:00;1962-01-13;0.7;Y
1962-01-14 00:00:01;1962-01-15 00:00:00;1962-01-14;-0.6;Y
1962-01-15 00:00:01;1962-01-16 00:00:00;1962-01-15;-2.3;Y
1962-01-16 00:00:01;1962-01-17 00:00:00;1962-01-16;-0.2;Y
1962-01-17 00:00:01;1962-01-18 00:00:00;1962-01-17;3.1;Y
1962-01-18 00:00:01;1962-01-19 00:00:00;1962-01-18;4.9;Y
1962-01-19 00:00:01;1962-01-20 00:00:00;1962-01-19;1.1;Y
1962-01-20 00:00:01;1962-01-21 00:00:00;1962-01-20;0.9;Y
1962-01-21 00:00:01;1962-01-22 00:00:00;1962-01-21;1.0;Y
1962-01-22 00:00:01;1962-01-23 00:00:00;1962-01-22;2.8;Y
1962-01-23 00:00:01;1962-01-24 00:00:00;1962-01-23;2.4;Y
1962-01-24 00:00:01;1962-01-25 00:00:00;1962-01-24;3.7;Y
1962-01-25 00:00:01;1962-01-26 00:00:00;1962-01-25;-0.7;Y
1962-01-26 00:00:01;1962-01-27 00:00:00;1962-01-26;-1.7;Y
1962-01-27 00:00:01;1962-01-28 00:00:00;1962-01-27;-2.1;Y
1962-01-28 00:00:01;1962-01-29 00:00:00;1962-01-28;-9.3;Y
1962-01-29 00:00:01;1962-01-30 00:00:00;1962-01-29;-11.1;Y
1962-01-30 00:00:01;1962-01-31 00:00:00;1962-01-30;-9.9;Y
1962-01-31 00:00:01;1962-02-01 00:00:00;1962-01-31;-7.9;Y
1962-02-01 00:00:01;1962-02-02 00:00:00;1962-02-01;-3.9;Y
1962-02-02 00:00:01;1962-02-03 00:00:00;1962-02-02;-2.0;Y
1962-02-03 00:00:01;1962-02-04 00:00:00;1962-02-03;-3.4;Y
1962-02-04 00:00:01;1962-02-05 00:00:00;1962-02-04;1.9;Y
1962-02-05 00:00:01;1962-02-06 00:00:00;1962-02-05;-1.1;Y
1962-02-06 00:00:01;1962-02-07 00:00:00;1962-02-06;-1.3;Y
1962-02-07 00:00:01;1962-02-08 00:00:00;1962-02-07;1.6;Y
1962-02-08 00:00:01;1962-02-09 00:00:00;1962-02-08;2.5;Y
1962-02-09 00:00:01;1962-02-10 00:00:00;1962-02-09;-1.0;Y
1962-02-10 00:00:01;1962-02-11 00:00:00;1962-02-10;5.0;Y
1962-02-11 00:00:01;1962-02-12 00:00:00;1962-02-11;2.4;Y
1962-02-12 00:00:01;1962-02-13 00:00:00;1962-02-12;0.7;Y
1962-02-13 00:00:01;1962-02-14 00:00:00;1962-02-13;-4.2;Y
1962-02-14 00:00:01;1962-02-15 00:00:00;1962-02-14;-6.1;Y
1962-02-15 00:00:01;1962-02-16 00:00:00;1962-02-15;-7.9;Y
1962-02-16 00:00:01;1962-02-17 00:00:00;1962-02-16;0.1;Y
1962-02-17 00:00:01;1962-02-18 00:00:00;1962-02-17;-5.3;Y
1962-02-18 00:00:01;1962-02-19 00:00:00;1962-02-18;-4.1;Y
1962-02-19 00:00:01;1962-02-20 00:00:00;1962-02-19;1.2;Y
1962-02-20 00:00:01;1962-02-21 00:00:00;1962-02-20;4.1;Y
1962-02-21 00:00:01;1962-02-22 00:00:00;1962-02-21;-3.3;Y
1962-02-22 00:00:01;1962-02-23 00:00:00;1962-02-22;-5.6;Y
1962-02-23 00:00:01;1962-02-24 00:00:00;1962-02-23;-5.9;Y
1962-02-24 00:00:01;1962-02-25 00:00:00;1962-02-24;-2.5;Y
1962-02-25 00:00:01;1962-02-26 00:00:00;1962-02-25;-2.0;Y
1962-02-26 00:00:01;1962-02-27 00:00:00;1962-02-26;-3.2;Y
1962-02-27 00:00:01;1962-02-28 00:00:00;1962-02-27;-4.8;Y
1962-02-28 00:00:01;1962-03-01 00:00:00;1962-02-28;-7.0;Y
1962-03-01 00:00:01;1962-03-02 00:00:00;1962-03-01;-5.2;Y
1962-03-02 00:00:01;1962-03-03 00:00:00;1962-03-02;-5.7;Y
1962-03-03 00:00:01;1962-03-04 00:00:00;1962-03-03;-5.0;Y
1962-03-04 00:00:01;1962-03-05 00:00:00;1962-03-04;-6.1;Y
1962-03-05 00:00:01;1962-03-06 00:00:00;1962-03-05;-10.3;Y
1962-03-06 00:00:01;1962-03-07 00:00:00;1962-03-06;-9.3;Y
1962-03-07 00:00:01;1962-03-08 00:00:00;1962-03-07;-6.7;Y
1962-03-08 00:00:01;1962-03-09 00:00:00;1962-03-08;-4.0;Y
1962-03-09 00:00:01;1962-03-10 00:00:00;1962-03-09;-6.4;Y
1962-03-10 00:00:01;1962-03-11 00:00:00;1962-03-10;-1.4;Y
1962-03-11 00:00:01;1962-03-12 00:00:00;1962-03-11;-4.4;Y
1962-03-12 00:00:01;1962-03-13 00:00:00;1962-03-12;-10.1;Y
1962-03-13 00:00:01;1962-03-14 00:00:00;1962-03-13;-9.8;Y
1962-03-14 00:00:01;1962-03-15 00:00:00;1962-03-14;-7.8;Y
1962-03-15 00:00:01;1962-03-16 00:00:00;1962-03-15;-8.7;Y
1962-03-16 00:00:01;1962-03-17 00:00:00;1962-03-16;-6.0;Y
1962-03-17 00:00:01;1962-03-18 00:00:00;1962-03-17;-5.1;Y
1962-03-18 00:00:01;1962-03-19 00:00:00;1962-03-18;-4.4;Y
1962-03-19 00:00:01;1962-03-20 00:00:00;1962-03-19;-4.0;Y
1962-03-20 00:00:01;1962-03-21 00:00:00;1962-03-20;-4.4;Y
1962-03-21 00:00:01;1962-03-22 00:00:00;1962-03-21;-5.0;Y
1962-03-22 00:00:01;1962-03-23 00:00:00;1962-03-22;-4.5;Y
1962-03-23 00:00:01;1962-03-24 00:00:00;1962-03-23;-4.0;Y
1962-03-24 00:00:01;1962-03-25 00:00:00;1962-03-24;-2.3;Y
1962-03-25 00:00:01;1962-03-26 00:00:00;1962-03-25;-1.8;Y
1962-03-26 00:00:01;1962-03-27 00:00:00;1962-03-26;0.1;Y
1962-03-27 00:00:01;1962-03-28 00:00:00;1962-03-27;-0.6;Y
1962-03-28 00:00:01;1962-03-29 00:00:00;1962-03-28;-1.3;Y
1962-03-29 00:00:01;1962-03-30 00:00:00;1962-03-29;-4.1;Y
1962-03-30 00:00:01;1962-03-31 00:00:00;1962-03-30;-1.5;Y
1962-03-31 00:00:01;1962-04-01 00:00:00;1962-03-31;1.4;Y
1962-04-01 00:00:01;1962-04-02 00:00:00;1962-04-01;2.7;Y
1962-04-02 00:00:01;1962-04-03 00:00:00;1962-04-02;3.4;Y
1962-04-03 00:00:01;1962-04-04 00:00:00;1962-04-03;4.6;Y
1962-04-04 00:00:01;1962-04-05 00:00:00;1962-04-04;5.8;Y
1962-04-05 00:00:01;1962-04-06 00:00:00;1962-04-05;2.7;Y
1962-04-06 00:00:01;1962-04-07 00:00:00;1962-04-06;0.8;Y
1962-04-07 00:00:01;1962-04-08 00:00:00;1962-04-07;2.5;Y
1962-04-08 00:00:01;1962-04-09 00:00:00;1962-04-08;1.4;Y
1962-04-09 00:00:01;1962-04-10 00:00:00;1962-04-09;2.2;Y
1962-04-10 00:00:01;1962-04-11 00:00:00;1962-04-10;2.1;Y
1962-04-11 00:00:01;1962-04-12 00:00:00;1962-04-11;4.5;Y
1962-04-12 00:00:01;1962-04-13 00:00:00;1962-04-12;4.6;Y
1962-04-13 00:00:01;1962-04-14 00:00:00;1962-04-13;4.0;Y
1962-04-14 00:00:01;1962-04-15 00:00:00;1962-04-14;2.3;Y
1962-04-15 00:00:01;1962-04-16 00:00:00;1962-04-15;2.0;Y
1962-04-16 00:00:01;1962-04-17 00:00:00;1962-04-16;2.8;Y
1962-04-17 00:00:01;1962-04-18 00:00:00;1962-04-17;5.0;Y
1962-04-18 00:00:01;1962-04-19 00:00:00;1962-04-18;7.7;Y
1962-04-19 00:00:01;1962-04-20 00:00:00;1962-04-19;5.0;Y
1962-04-20 00:00:01;1962-04-21 00:00:00;1962-04-20;7.3;Y
1962-04-21 00:00:01;1962-04-22 00:00:00;1962-04-21;8.5;Y
1962-04-22 00:00:01;1962-04-23 00:00:00;1962-04-22;8.8;Y
1962-04-23 00:00:01;1962-04-24 00:00:00;1962-04-23;8.9;Y
1962-04-24 00:00:01;1962-04-25 00:00:00;1962-04-24;7.5;Y
1962-04-25 00:00:01;1962-04-26 00:00:00;1962-04-25;8.6;Y
1962-04-26 00:00:01;1962-04-27 00:00:00;1962-04-26;9.8;Y
1962-04-27 00:00:01;1962-04-28 00:00:00;1962-04-27;7.5;Y
1962-04-28 00:00:01;1962-04-29 00:00:00;1962-04-28;5.7;Y
1962-04-29 00:00:01;1962-04-30 00:00:00;1962-04-29;3.5;Y
1962-04-30 00:00:01;1962-05-01 00:00:00;1962-04-30;2.0;Y
1962-05-01 00:00:01;1962-05-02 00:00:00;1962-05-01;2.9;Y
1962-05-02 00:00:01;1962-05-03 00:00:00;1962-05-02;3.4;Y
1962-05-03 00:00:01;1962-05-04 00:00:00;1962-05-03;4.6;Y
1962-05-04 00:00:01;1962-05-05 00:00:00;1962-05-04;4.4;Y
1962-05-05 00:00:01;1962-05-06 00:00:00;1962-05-05;5.2;Y
1962-05-06 00:00:01;1962-05-07 00:00:00;1962-05-06;9.1;Y
1962-05-07 00:00:01;1962-05-08 00:00:00;1962-05-07;7.0;Y
1962-05-08 00:00:01;1962-05-09 00:00:00;1962-05-08;9.7;Y
1962-05-09 00:00:01;1962-05-10 00:00:00;1962-05-09;6.8;Y
1962-05-10 00:00:01;1962-05-11 00:00:00;1962-05-10;6.7;Y
1962-05-11 00:00:01;1962-05-12 00:00:00;1962-05-11;5.7;Y
1962-05-12 00:00:01;1962-05-13 00:00:00;1962-05-12;6.7;Y
1962-05-13 00:00:01;1962-05-14 00:00:00;1962-05-13;8.0;Y
1962-05-14 00:00:01;1962-05-15 00:00:00;1962-05-14;5.8;Y
1962-05-15 00:00:01;1962-05-16 00:00:00;1962-05-15;10.5;Y
1962-05-16 00:00:01;1962-05-17 00:00:00;1962-05-16;9.7;Y
1962-05-17 00:00:01;1962-05-18 00:00:00;1962-05-17;8.4;Y
1962-05-18 00:00:01;1962-05-19 00:00:00;1962-05-18;8.3;Y
1962-05-19 00:00:01;1962-05-20 00:00:00;1962-05-19;10.1;Y
1962-05-20 00:00:01;1962-05-21 00:00:00;1962-05-20;11.7;Y
1962-05-21 00:00:01;1962-05-22 00:00:00;1962-05-21;11.0;Y
1962-05-22 00:00:01;1962-05-23 00:00:00;1962-05-22;10.0;Y
1962-05-23 00:00:01;1962-05-24 00:00:00;1962-05-23;9.6;Y
1962-05-24 00:00:01;1962-05-25 00:00:00;1962-05-24;8.0;Y
1962-05-25 00:00:01;1962-05-26 00:00:00;1962-05-25;10.0;Y
1962-05-26 00:00:01;1962-05-27 00:00:00;1962-05-26;9.1;Y
1962-05-27 00:00:01;1962-05-28 00:00:00;1962-05-27;6.9;Y
1962-05-28 00:00:01;1962-05-29 00:00:00;1962-05-28;9.8;Y
1962-05-29 00:00:01;1962-05-30 00:00:00;1962-05-29;9.7;Y
1962-05-30 00:00:01;1962-05-31 00:00:00;1962-05-30;8.5;Y
1962-05-31 00:00:01;1962-06-01 00:00:00;1962-05-31;7.5;Y
1962-06-01 00:00:01;1962-06-02 00:00:00;1962-06-01;9.2;Y
1962-06-02 00:00:01;1962-06-03 00:00:00;1962-06-02;7.5;Y
1962-06-03 00:00:01;1962-06-04 00:00:00;1962-06-03;9.5;Y
1962-06-04 00:00:01;1962-06-05 00:00:00;1962-06-04;11.0;Y
1962-06-05 00:00:01;1962-06-06 00:00:00;1962-06-05;11.7;Y
1962-06-06 00:00:01;1962-06-07 00:00:00;1962-06-06;12.2;Y
1962-06-07 00:00:01;1962-06-08 00:00:00;1962-06-07;15.9;Y
1962-06-08 00:00:01;1962-06-09 00:00:00;1962-06-08;18.5;Y
1962-06-09 00:00:01;1962-06-10 00:00:00;1962-06-09;15.4;Y
1962-06-10 00:00:01;1962-06-11 00:00:00;1962-06-10;14.6;Y
1962-06-11 00:00:01;1962-06-12 00:00:00;1962-06-11;13.0;Y
1962-06-12 00:00:01;1962-06-13 00:00:00;1962-06-12;12.3;Y
1962-06-13 00:00:01;1962-06-14 00:00:00;1962-06-13;10.9;Y
1962-06-14 00:00:01;1962-06-15 00:00:00;1962-06-14;14.7;Y
1962-06-15 00:00:01;1962-06-16 00:00:00;1962-06-15;18.0;Y
1962-06-16 00:00:01;1962-06-17 00:00:00;1962-06-16;16.3;Y
1962-06-17 00:00:01;1962-06-18 00:00:00;1962-06-17;17.3;Y
1962-06-18 00:00:01;1962-06-19 00:00:00;1962-06-18;16.8;Y
1962-06-19 00:00:01;1962-06-20 00:00:00;1962-06-19;17.4;Y
1962-06-20 00:00:01;1962-06-21 00:00:00;1962-06-20;15.1;Y
1962-06-21 00:00:01;1962-06-22 00:00:00;1962-06-21;14.3;Y
1962-06-22 00:00:01;1962-06-23 00:00:00;1962-06-22;15.8;Y
1962-06-23 00:00:01;1962-06-24 00:00:00;1962-06-23;15.3;Y
1962-06-24 00:00:01;1962-06-25 00:00:00;1962-06-24;13.3;Y
1962-06-25 00:00:01;1962-06-26 00:00:00;1962-06-25;12.5;Y
1962-06-26 00:00:01;1962-06-27 00:00:00;1962-06-26;13.7;Y
1962-06-27 00:00:01;1962-06-28 00:00:00;1962-06-27;12.4;Y
1962-06-28 00:00:01;1962-06-29 00:00:00;1962-06-28;11.4;Y
1962-06-29 00:00:01;1962-06-30 00:00:00;1962-06-29;12.1;Y
1962-06-30 00:00:01;1962-07-01 00:00:00;1962-06-30;15.3;Y
1962-07-01 00:00:01;1962-07-02 00:00:00;1962-07-01;15.2;Y
1962-07-02 00:00:01;1962-07-03 00:00:00;1962-07-02;13.3;Y
1962-07-03 00:00:01;1962-07-04 00:00:00;1962-07-03;11.1;Y
1962-07-04 00:00:01;1962-07-05 00:00:00;1962-07-04;9.2;Y
1962-07-05 00:00:01;1962-07-06 00:00:00;1962-07-05;10.8;Y
1962-07-06 00:00:01;1962-07-07 00:00:00;1962-07-06;11.8;Y
1962-07-07 00:00:01;1962-07-08 00:00:00;1962-07-07;12.5;Y
1962-07-08 00:00:01;1962-07-09 00:00:00;1962-07-08;13.9;Y
1962-07-09 00:00:01;1962-07-10 00:00:00;1962-07-09;15.0;Y
1962-07-10 00:00:01;1962-07-11 00:00:00;1962-07-10;16.7;Y
1962-07-11 00:00:01;1962-07-12 00:00:00;1962-07-11;12.4;Y
1962-07-12 00:00:01;1962-07-13 00:00:00;1962-07-12;12.2;Y
1962-07-13 00:00:01;1962-07-14 00:00:00;1962-07-13;13.1;Y
1962-07-14 00:00:01;1962-07-15 00:00:00;1962-07-14;13.6;Y
1962-07-15 00:00:01;1962-07-16 00:00:00;1962-07-15;12.7;Y
1962-07-16 00:00:01;1962-07-17 00:00:00;1962-07-16;14.2;Y
1962-07-17 00:00:01;1962-07-18 00:00:00;1962-07-17;15.0;Y
1962-07-18 00:00:01;1962-07-19 00:00:00;1962-07-18;15.3;Y
1962-07-19 00:00:01;1962-07-20 00:00:00;1962-07-19;17.0;Y
1962-07-20 00:00:01;1962-07-21 00:00:00;1962-07-20;15.2;Y
1962-07-21 00:00:01;1962-07-22 00:00:00;1962-07-21;17.3;Y
1962-07-22 00:00:01;1962-07-23 00:00:00;1962-07-22;17.9;Y
1962-07-23 00:00:01;1962-07-24 00:00:00;1962-07-23;15.3;Y
1962-07-24 00:00:01;1962-07-25 00:00:00;1962-07-24;14.9;Y
1962-07-25 00:00:01;1962-07-26 00:00:00;1962-07-25;14.1;Y
1962-07-26 00:00:01;1962-07-27 00:00:00;1962-07-26;15.1;Y
1962-07-27 00:00:01;1962-07-28 00:00:00;1962-07-27;13.6;Y
1962-07-28 00:00:01;1962-07-29 00:00:00;1962-07-28;13.7;Y
1962-07-29 00:00:01;1962-07-30 00:00:00;1962-07-29;14.4;Y
1962-07-30 00:00:01;1962-07-31 00:00:00;1962-07-30;14.2;Y
1962-07-31 00:00:01;1962-08-01 00:00:00;1962-07-31;15.6;Y
1962-08-01 00:00:01;1962-08-02 00:00:00;1962-08-01;14.4;Y
1962-08-02 00:00:01;1962-08-03 00:00:00;1962-08-02;15.8;Y
1962-08-03 00:00:01;1962-08-04 00:00:00;1962-08-03;14.1;Y
1962-08-04 00:00:01;1962-08-05 00:00:00;1962-08-04;13.3;Y
1962-08-05 00:00:01;1962-08-06 00:00:00;1962-08-05;13.0;Y
1962-08-06 00:00:01;1962-08-07 00:00:00;1962-08-06;13.3;Y
1962-08-07 00:00:01;1962-08-08 00:00:00;1962-08-07;13.5;Y
1962-08-08 00:00:01;1962-08-09 00:00:00;1962-08-08;13.1;Y
1962-08-09 00:00:01;1962-08-10 00:00:00;1962-08-09;14.1;Y
1962-08-10 00:00:01;1962-08-11 00:00:00;1962-08-10;13.3;Y
1962-08-11 00:00:01;1962-08-12 00:00:00;1962-08-11;13.4;Y
1962-08-12 00:00:01;1962-08-13 00:00:00;1962-08-12;15.7;Y
1962-08-13 00:00:01;1962-08-14 00:00:00;1962-08-13;14.3;Y
1962-08-14 00:00:01;1962-08-15 00:00:00;1962-08-14;13.3;Y
1962-08-15 00:00:01;1962-08-16 00:00:00;1962-08-15;11.6;Y
1962-08-16 00:00:01;1962-08-17 00:00:00;1962-08-16;10.0;Y
1962-08-17 00:00:01;1962-08-18 00:00:00;1962-08-17;14.6;Y
1962-08-18 00:00:01;1962-08-19 00:00:00;1962-08-18;12.5;Y
1962-08-19 00:00:01;1962-08-20 00:00:00;1962-08-19;12.7;Y
1962-08-20 00:00:01;1962-08-21 00:00:00;1962-08-20;13.3;Y
1962-08-21 00:00:01;1962-08-22 00:00:00;1962-08-21;13.3;Y
1962-08-22 00:00:01;1962-08-23 00:00:00;1962-08-22;14.0;Y
1962-08-23 00:00:01;1962-08-24 00:00:00;1962-08-23;14.3;Y
1962-08-24 00:00:01;1962-08-25 00:00:00;1962-08-24;11.4;Y
1962-08-25 00:00:01;1962-08-26 00:00:00;1962-08-25;13.0;Y
1962-08-26 00:00:01;1962-08-27 00:00:00;1962-08-26;14.3;Y
1962-08-27 00:00:01;1962-08-28 00:00:00;1962-08-27;11.8;Y
1962-08-28 00:00:01;1962-08-29 00:00:00;1962-08-28;13.1;Y
1962-08-29 00:00:01;1962-08-30 00:00:00;1962-08-29;12.8;Y
1962-08-30 00:00:01;1962-08-31 00:00:00;1962-08-30;12.5;Y
1962-08-31 00:00:01;1962-09-01 00:00:00;1962-08-31;11.2;Y
1962-09-01 00:00:01;1962-09-02 00:00:00;1962-09-01;11.4;Y
1962-09-02 00:00:01;1962-09-03 00:00:00;1962-09-02;10.8;Y
1962-09-03 00:00:01;1962-09-04 00:00:00;1962-09-03;13.2;Y
1962-09-04 00:00:01;1962-09-05 00:00:00;1962-09-04;14.1;Y
1962-09-05 00:00:01;1962-09-06 00:00:00;1962-09-05;12.8;Y
1962-09-06 00:00:01;1962-09-07 00:00:00;1962-09-06;13.7;Y
1962-09-07 00:00:01;1962-09-08 00:00:00;1962-09-07;10.3;Y
1962-09-08 00:00:01;1962-09-09 00:00:00;1962-09-08;9.9;Y
1962-09-09 00:00:01;1962-09-10 00:00:00;1962-09-09;10.5;Y
1962-09-10 00:00:01;1962-09-11 00:00:00;1962-09-10;12.2;Y
1962-09-11 00:00:01;1962-09-12 00:00:00;1962-09-11;12.3;Y
1962-09-12 00:00:01;1962-09-13 00:00:00;1962-09-12;8.2;Y
1962-09-13 00:00:01;1962-09-14 00:00:00;1962-09-13;9.8;Y
1962-09-14 00:00:01;1962-09-15 00:00:00;1962-09-14;8.9;Y
1962-09-15 00:00:01;1962-09-16 00:00:00;1962-09-15;7.7;Y
1962-09-16 00:00:01;1962-09-17 00:00:00;1962-09-16;11.1;Y
1962-09-17 00:00:01;1962-09-18 00:00:00;1962-09-17;9.3;Y
1962-09-18 00:00:01;1962-09-19 00:00:00;1962-09-18;8.2;Y
1962-09-19 00:00:01;1962-09-20 00:00:00;1962-09-19;8.3;Y
1962-09-20 00:00:01;1962-09-21 00:00:00;1962-09-20;7.8;Y
1962-09-21 00:00:01;1962-09-22 00:00:00;1962-09-21;8.4;Y
1962-09-22 00:00:01;1962-09-23 00:00:00;1962-09-22;9.0;Y
1962-09-23 00:00:01;1962-09-24 00:00:00;1962-09-23;7.8;Y
1962-09-24 00:00:01;1962-09-25 00:00:00;1962-09-24;6.9;Y
1962-09-25 00:00:01;1962-09-26 00:00:00;1962-09-25;10.4;Y
1962-09-26 00:00:01;1962-09-27 00:00:00;1962-09-26;10.2;Y
1962-09-27 00:00:01;1962-09-28 00:00:00;1962-09-27;8.9;Y
1962-09-28 00:00:01;1962-09-29 00:00:00;1962-09-28;8.4;Y
1962-09-29 00:00:01;1962-09-30 00:00:00;1962-09-29;9.0;Y
1962-09-30 00:00:01;1962-10-01 00:00:00;1962-09-30;9.4;Y
1962-10-01 00:00:01;1962-10-02 00:00:00;1962-10-01;12.0;Y
1962-10-02 00:00:01;1962-10-03 00:00:00;1962-10-02;13.5;Y
1962-10-03 00:00:01;1962-10-04 00:00:00;1962-10-03;13.5;Y
1962-10-04 00:00:01;1962-10-05 00:00:00;1962-10-04;13.8;Y
1962-10-05 00:00:01;1962-10-06 00:00:00;1962-10-05;7.6;Y
1962-10-06 00:00:01;1962-10-07 00:00:00;1962-10-06;9.2;Y
1962-10-07 00:00:01;1962-10-08 00:00:00;1962-10-07;10.6;Y
1962-10-08 00:00:01;1962-10-09 00:00:00;1962-10-08;10.5;Y
1962-10-09 00:00:01;1962-10-10 00:00:00;1962-10-09;9.1;Y
1962-10-10 00:00:01;1962-10-11 00:00:00;1962-10-10;7.1;Y
1962-10-11 00:00:01;1962-10-12 00:00:00;1962-10-11;7.1;Y
1962-10-12 00:00:01;1962-10-13 00:00:00;1962-10-12;1.5;Y
1962-10-13 00:00:01;1962-10-14 00:00:00;1962-10-13;5.4;Y
1962-10-14 00:00:01;1962-10-15 00:00:00;1962-10-14;5.3;Y
1962-10-15 00:00:01;1962-10-16 00:00:00;1962-10-15;1.9;Y
1962-10-16 00:00:01;1962-10-17 00:00:00;1962-10-16;6.9;Y
1962-10-17 00:00:01;1962-10-18 00:00:00;1962-10-17;8.5;Y
1962-10-18 00:00:01;1962-10-19 00:00:00;1962-10-18;11.5;Y
1962-10-19 00:00:01;1962-10-20 00:00:00;1962-10-19;8.0;Y
1962-10-20 00:00:01;1962-10-21 00:00:00;1962-10-20;5.9;Y
1962-10-21 00:00:01;1962-10-22 00:00:00;1962-10-21;7.8;Y
1962-10-22 00:00:01;1962-10-23 00:00:00;1962-10-22;6.4;Y
1962-10-23 00:00:01;1962-10-24 00:00:00;1962-10-23;6.3;Y
1962-10-24 00:00:01;1962-10-25 00:00:00;1962-10-24;7.5;Y
1962-10-25 00:00:01;1962-10-26 00:00:00;1962-10-25;8.9;Y
1962-10-26 00:00:01;1962-10-27 00:00:00;1962-10-26;10.0;Y
1962-10-27 00:00:01;1962-10-28 00:00:00;1962-10-27;2.3;Y
1962-10-28 00:00:01;1962-10-29 00:00:00;1962-10-28;4.3;Y
1962-10-29 00:00:01;1962-10-30 00:00:00;1962-10-29;4.6;Y
