Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
1965-06-26;06:00:00;0.00;Y
1965-06-27;06:00:00;0.00;Y
1965-06-28;06:00:00;0.00;Y
1965-06-29;06:00:00;0.00;Y
1965-06-30;06:00:00;0.00;Y
1965-07-01;06:00:00;0.00;Y
1965-07-02;06:00:00;0.00;Y
1965-07-03;06:00:00;0.00;Y
1965-07-04;06:00:00;0.00;Y
1965-07-05;06:00:00;0.00;Y
1965-07-06;06:00:00;0.00;Y
1965-07-07;06:00:00;0.00;Y
1965-07-08;06:00:00;0.00;Y
1965-07-09;06:00:00;0.00;Y
1965-07-10;06:00:00;0.00;Y
1965-07-11;06:00:00;0.00;Y
1965-07-12;06:00:00;0.00;Y
1965-07-13;06:00:00;0.00;Y
1965-07-14;06:00:00;0.00;Y
1965-07-15;06:00:00;0.00;Y
1965-07-16;06:00:00;0.00;Y
1965-07-17;06:00:00;0.00;Y
1965-07-18;06:00:00;0.00;Y
1965-07-19;06:00:00;0.00;Y
1965-07-20;06:00:00;0.00;Y
1965-07-21;06:00:00;0.00;Y
1965-07-22;06:00:00;0.00;Y
1965-07-23;06:00:00;0.00;Y
1965-07-24;06:00:00;0.00;Y
1965-07-25;06:00:00;0.00;Y
1965-07-26;06:00:00;0.00;Y
1965-07-28;06:00:00;0.00;Y
1965-07-29;06:00:00;0.00;Y
1965-07-30;06:00:00;0.00;Y
1965-07-31;06:00:00;0.00;Y
1965-08-01;06:00:00;0.00;Y
1965-08-02;06:00:00;0.00;Y
1965-08-03;06:00:00;0.00;Y
1965-08-04;06:00:00;0.00;Y
1965-08-05;06:00:00;0.00;Y
1965-08-06;06:00:00;0.00;Y
1965-08-07;06:00:00;0.00;Y
1965-08-08;06:00:00;0.00;Y
1965-08-09;06:00:00;0.00;Y
1965-08-10;06:00:00;0.00;Y
1965-08-11;06:00:00;0.00;Y
1965-08-12;06:00:00;0.00;Y
1965-08-13;06:00:00;0.00;Y
1965-08-14;06:00:00;0.00;Y
1965-08-15;06:00:00;0.00;Y
1965-08-16;06:00:00;0.00;Y
1965-08-17;06:00:00;0.00;Y
1965-08-18;06:00:00;0.00;Y
1965-08-19;06:00:00;0.00;Y
1965-08-20;06:00:00;0.00;Y
1965-08-21;06:00:00;0.00;Y
1965-08-22;06:00:00;0.00;Y
1965-08-23;06:00:00;0.00;Y
1965-08-24;06:00:00;0.00;Y
1965-08-25;06:00:00;0.00;Y
1965-08-26;06:00:00;0.00;Y
1965-08-27;06:00:00;0.00;Y
1965-08-28;06:00:00;0.00;Y
1965-08-29;06:00:00;0.00;Y
1965-08-30;06:00:00;0.00;Y
1965-08-31;06:00:00;0.00;Y
1965-09-01;06:00:00;0.00;Y
1965-09-02;06:00:00;0.00;Y
1965-09-03;06:00:00;0.00;Y
1965-09-04;06:00:00;0.00;Y
1965-09-05;06:00:00;0.00;Y
1965-09-06;06:00:00;0.00;Y
1965-09-07;06:00:00;0.00;Y
1965-09-08;06:00:00;0.00;Y
1965-09-09;06:00:00;0.00;Y
1965-09-10;06:00:00;0.00;Y
1965-09-11;06:00:00;0.00;Y
1965-09-12;06:00:00;0.00;Y
1965-09-13;06:00:00;0.00;Y
1965-09-14;06:00:00;0.00;Y
1965-09-15;06:00:00;0.00;Y
1965-09-16;06:00:00;0.00;Y
1965-09-17;06:00:00;0.00;Y
1965-09-18;06:00:00;0.00;Y
1965-09-19;06:00:00;0.00;Y
1965-09-20;06:00:00;0.00;Y
1965-09-21;06:00:00;0.00;Y
1965-09-22;06:00:00;0.00;Y
1965-09-23;06:00:00;0.00;Y
1965-09-24;06:00:00;0.00;Y
1965-09-25;06:00:00;0.00;Y
1965-09-26;06:00:00;0.00;Y
1965-09-27;06:00:00;0.00;Y
1965-09-28;06:00:00;0.00;Y
1965-09-29;06:00:00;0.00;Y
1965-09-30;06:00:00;0.00;Y
1965-10-01;06:00:00;0.00;Y
1965-10-02;06:00:00;0.00;Y
1965-10-03;06:00:00;0.00;Y
1965-10-04;06:00:00;0.00;Y
1965-10-05;06:00:00;0.00;Y
1965-10-06;06:00:00;0.00;Y
1965-10-07;06:00:00;0.00;Y
1965-10-08;06:00:00;0.00;Y
1965-10-09;06:00:00;0.00;Y
1965-10-10;06:00:00;0.00;Y
1965-10-11;06:00:00;0.00;Y
1965-10-12;06:00:00;0.00;Y
1965-10-13;06:00:00;0.00;Y
1965-10-14;06:00:00;0.00;Y
1965-10-15;06:00:00;0.00;Y
1965-10-16;06:00:00;0.00;Y
1965-10-17;06:00:00;0.00;Y
1965-10-18;06:00:00;0.00;Y
1965-10-19;06:00:00;0.00;Y
1965-10-20;06:00:00;0.00;Y
1965-10-21;06:00:00;0.00;Y
1965-10-22;06:00:00;0.00;Y
1965-10-23;06:00:00;0.00;Y
1965-10-24;06:00:00;0.00;Y
1965-10-25;06:00:00;0.00;Y
1965-10-26;06:00:00;0.00;Y
1965-10-27;06:00:00;0.00;Y
1965-10-28;06:00:00;0.00;Y
1965-10-29;06:00:00;0.00;Y
1965-10-30;06:00:00;0.00;Y
1965-10-31;06:00:00;0.00;Y
1965-11-01;06:00:00;0.00;Y
1965-11-02;06:00:00;0.00;Y
1965-11-03;06:00:00;0.00;Y
1965-11-04;06:00:00;0.00;Y
1965-11-05;06:00:00;0.00;Y
1965-11-06;06:00:00;0.00;Y
1965-11-07;06:00:00;0.00;Y
1965-11-08;06:00:00;0.00;Y
1965-11-09;06:00:00;0.00;Y
1965-11-10;06:00:00;0.00;Y
1965-11-11;06:00:00;0.00;Y
1965-11-12;06:00:00;0.00;Y
1965-11-13;06:00:00;0.03;Y
1965-11-14;06:00:00;0.03;Y
1965-11-15;06:00:00;0.03;Y
1965-11-16;06:00:00;0.03;Y
1965-11-17;06:00:00;0.02;Y
1965-11-18;06:00:00;0.02;Y
1965-11-19;06:00:00;0.02;Y
1965-11-20;06:00:00;0.05;Y
1965-11-21;06:00:00;0.05;Y
1965-11-22;06:00:00;0.08;Y
1965-11-23;06:00:00;0.08;Y
1965-11-24;06:00:00;0.08;Y
1965-11-25;06:00:00;0.08;Y
1965-11-26;06:00:00;0.15;Y
1965-11-27;06:00:00;0.20;Y
1965-11-28;06:00:00;0.22;Y
1965-11-29;06:00:00;0.25;Y
1965-11-30;06:00:00;0.25;Y
1965-12-01;06:00:00;0.30;Y
1965-12-02;06:00:00;0.32;Y
1965-12-03;06:00:00;0.32;Y
1965-12-04;06:00:00;0.30;Y
1965-12-05;06:00:00;0.30;Y
1965-12-06;06:00:00;0.40;Y
1965-12-07;06:00:00;0.40;Y
1965-12-08;06:00:00;0.40;Y
1965-12-09;06:00:00;0.40;Y
1965-12-10;06:00:00;0.55;Y
1965-12-11;06:00:00;0.80;Y
1965-12-12;06:00:00;0.80;Y
1965-12-13;06:00:00;0.80;Y
1965-12-14;06:00:00;0.79;Y
1965-12-15;06:00:00;0.78;Y
1965-12-16;06:00:00;0.78;Y
1965-12-17;06:00:00;0.78;Y
1965-12-18;06:00:00;0.78;Y
1965-12-19;06:00:00;0.67;Y
1965-12-20;06:00:00;0.55;Y
1965-12-21;06:00:00;0.55;Y
1965-12-22;06:00:00;0.55;Y
1965-12-23;06:00:00;0.55;Y
1965-12-24;06:00:00;0.57;Y
1965-12-25;06:00:00;0.55;Y
1965-12-26;06:00:00;0.60;Y
1965-12-27;06:00:00;0.65;Y
1965-12-28;06:00:00;0.68;Y
1965-12-29;06:00:00;0.68;Y
1965-12-30;06:00:00;0.68;Y
1965-12-31;06:00:00;0.65;Y
1966-01-01;06:00:00;0.65;Y
1966-01-02;06:00:00;0.75;Y
1966-01-03;06:00:00;0.75;Y
1966-01-04;06:00:00;0.75;Y
1966-01-05;06:00:00;0.75;Y
1966-01-06;06:00:00;0.75;Y
1966-01-07;06:00:00;0.72;Y
1966-01-08;06:00:00;0.65;Y
1966-01-09;06:00:00;0.60;Y
1966-01-10;06:00:00;0.58;Y
1966-01-11;06:00:00;0.58;Y
1966-01-12;06:00:00;0.56;Y
1966-01-13;06:00:00;0.60;Y
1966-01-14;06:00:00;0.65;Y
1966-01-15;06:00:00;0.68;Y
1966-01-16;06:00:00;0.68;Y
1966-01-17;06:00:00;0.65;Y
1966-01-18;06:00:00;0.60;Y
1966-01-19;06:00:00;0.63;Y
1966-01-20;06:00:00;0.63;Y
1966-01-21;06:00:00;0.63;Y
1966-01-22;06:00:00;0.58;Y
1966-01-23;06:00:00;0.58;Y
1966-01-24;06:00:00;0.62;Y
1966-01-25;06:00:00;0.62;Y
1966-01-26;06:00:00;0.60;Y
1966-01-27;06:00:00;0.60;Y
1966-01-28;06:00:00;0.60;Y
1966-01-29;06:00:00;0.65;Y
1966-01-30;06:00:00;0.60;Y
1966-01-31;06:00:00;0.55;Y
1966-02-01;06:00:00;0.54;Y
1966-02-02;06:00:00;0.54;Y
1966-02-03;06:00:00;0.54;Y
1966-02-04;06:00:00;0.66;Y
1966-02-05;06:00:00;0.70;Y
1966-02-06;06:00:00;0.84;Y
1966-02-07;06:00:00;0.88;Y
1966-02-08;06:00:00;0.85;Y
1966-02-09;06:00:00;0.84;Y
1966-02-10;06:00:00;0.74;Y
1966-02-11;06:00:00;0.74;Y
1966-02-12;06:00:00;0.74;Y
1966-02-13;06:00:00;0.74;Y
1966-02-14;06:00:00;0.80;Y
1966-02-15;06:00:00;0.98;Y
1966-02-16;06:00:00;0.98;Y
1966-02-17;06:00:00;0.98;Y
1966-02-18;06:00:00;1.03;Y
1966-02-19;06:00:00;1.03;Y
1966-02-20;06:00:00;1.10;Y
1966-02-21;06:00:00;0.95;Y
1966-02-22;06:00:00;0.82;Y
1966-02-23;06:00:00;0.75;Y
1966-02-24;06:00:00;0.72;Y
1966-02-25;06:00:00;0.72;Y
1966-02-26;06:00:00;0.77;Y
1966-02-27;06:00:00;0.77;Y
1966-02-28;06:00:00;0.68;Y
1966-03-01;06:00:00;0.62;Y
1966-03-02;06:00:00;0.62;Y
1966-03-03;06:00:00;0.62;Y
1966-03-04;06:00:00;0.55;Y
1966-03-05;06:00:00;0.55;Y
1966-03-06;06:00:00;0.54;Y
1966-03-07;06:00:00;0.52;Y
1966-03-08;06:00:00;0.42;Y
1966-03-09;06:00:00;0.35;Y
1966-03-10;06:00:00;0.35;Y
1966-03-11;06:00:00;0.45;Y
1966-03-12;06:00:00;0.50;Y
1966-03-13;06:00:00;0.50;Y
1966-03-14;06:00:00;0.47;Y
1966-03-15;06:00:00;0.49;Y
1966-03-16;06:00:00;0.45;Y
1966-03-17;06:00:00;0.43;Y
1966-03-18;06:00:00;0.42;Y
1966-03-19;06:00:00;0.42;Y
1966-03-20;06:00:00;0.42;Y
1966-03-21;06:00:00;0.40;Y
1966-03-22;06:00:00;0.40;Y
1966-03-23;06:00:00;0.41;Y
1966-03-24;06:00:00;0.42;Y
1966-03-25;06:00:00;0.47;Y
1966-03-26;06:00:00;0.45;Y
1966-03-27;06:00:00;0.47;Y
1966-03-28;06:00:00;0.55;Y
1966-03-29;06:00:00;0.58;Y
1966-03-30;06:00:00;0.55;Y
1966-03-31;06:00:00;0.53;Y
1966-04-01;06:00:00;0.48;Y
1966-04-02;06:00:00;0.40;Y
1966-04-03;06:00:00;0.38;Y
1966-04-04;06:00:00;0.36;Y
1966-04-05;06:00:00;0.30;Y
1966-04-06;06:00:00;0.28;Y
1966-04-07;06:00:00;0.28;Y
1966-04-08;06:00:00;0.25;Y
1966-04-09;06:00:00;0.20;Y
1966-04-10;06:00:00;0.20;Y
1966-04-11;06:00:00;0.20;Y
1966-04-12;06:00:00;0.20;Y
1966-04-13;06:00:00;0.18;Y
1966-04-14;06:00:00;0.18;Y
1966-04-15;06:00:00;0.16;Y
1966-04-16;06:00:00;0.16;Y
1966-04-17;06:00:00;0.16;Y
1966-04-18;06:00:00;0.14;Y
1966-04-19;06:00:00;0.14;Y
1966-04-20;06:00:00;0.14;Y
1966-04-21;06:00:00;0.20;Y
1966-04-22;06:00:00;0.14;Y
1966-04-23;06:00:00;0.12;Y
1966-04-24;06:00:00;0.10;Y
1966-04-25;06:00:00;0.08;Y
1966-04-26;06:00:00;0.05;Y
1966-04-27;06:00:00;0.00;Y
1966-04-28;06:00:00;0.00;Y
1966-04-29;06:00:00;0.00;Y
1966-04-30;06:00:00;0.00;Y
1966-05-01;06:00:00;0.00;Y
1966-05-02;06:00:00;0.00;Y
1966-05-03;06:00:00;0.00;Y
1966-05-04;06:00:00;0.00;Y
1966-05-05;06:00:00;0.00;Y
1966-05-06;06:00:00;0.00;Y
1966-05-07;06:00:00;0.00;Y
1966-05-08;06:00:00;0.00;Y
1966-05-09;06:00:00;0.00;Y
1966-05-10;06:00:00;0.00;Y
1966-05-11;06:00:00;0.00;Y
1966-05-12;06:00:00;0.00;Y
1966-05-13;06:00:00;0.00;Y
1966-05-14;06:00:00;0.00;Y
1966-05-15;06:00:00;0.00;Y
1966-05-16;06:00:00;0.00;Y
1966-05-17;06:00:00;0.00;Y
1966-05-18;06:00:00;0.00;Y
1966-05-19;06:00:00;0.00;Y
1966-05-20;06:00:00;0.00;Y
1966-05-21;06:00:00;0.00;Y
1966-05-22;06:00:00;0.00;Y
1966-05-23;06:00:00;0.00;Y
1966-05-24;06:00:00;0.00;Y
1966-05-25;06:00:00;0.00;Y
1966-05-26;06:00:00;0.00;Y
1966-05-27;06:00:00;0.00;Y
1966-05-28;06:00:00;0.00;Y
1966-05-29;06:00:00;0.00;Y
1966-05-30;06:00:00;0.00;Y
1966-05-31;06:00:00;0.00;Y
1966-06-01;06:00:00;0.00;Y
1966-06-02;06:00:00;0.00;Y
1966-06-03;06:00:00;0.00;Y
1966-06-04;06:00:00;0.00;Y
1966-06-05;06:00:00;0.00;Y
1966-06-06;06:00:00;0.00;Y
1966-06-07;06:00:00;0.00;Y
1966-06-08;06:00:00;0.00;Y
1966-06-09;06:00:00;0.00;Y
1966-06-10;06:00:00;0.00;Y
1966-06-11;06:00:00;0.00;Y
1966-06-12;06:00:00;0.00;Y
1966-06-13;06:00:00;0.00;Y
1966-06-14;06:00:00;0.00;Y
1966-06-15;06:00:00;0.00;Y
1966-06-16;06:00:00;0.00;Y
1966-06-17;06:00:00;0.00;Y
1966-06-18;06:00:00;0.00;Y
1966-06-19;06:00:00;0.00;Y
1966-06-20;06:00:00;0.00;Y
1966-06-21;06:00:00;0.00;Y
1966-06-22;06:00:00;0.00;Y
1966-06-24;06:00:00;0.00;Y
1966-06-25;06:00:00;0.00;Y
1966-06-26;06:00:00;0.00;Y
1966-06-27;06:00:00;0.00;Y
1966-06-28;06:00:00;0.00;Y
1966-06-29;06:00:00;0.00;Y
1966-06-30;06:00:00;0.00;Y
1966-07-01;06:00:00;0.00;Y
1966-07-02;06:00:00;0.00;Y
1966-07-03;06:00:00;0.00;Y
1966-07-04;06:00:00;0.00;Y
1966-07-05;06:00:00;0.00;Y
1966-07-06;06:00:00;0.00;Y
1966-07-07;06:00:00;0.00;Y
1966-07-08;06:00:00;0.00;Y
1966-07-09;06:00:00;0.00;Y
1966-07-10;06:00:00;0.00;Y
1966-07-11;06:00:00;0.00;Y
1966-07-12;06:00:00;0.00;Y
1966-07-13;06:00:00;0.00;Y
1966-07-14;06:00:00;0.00;Y
1966-07-15;06:00:00;0.00;Y
1966-07-16;06:00:00;0.00;Y
1966-07-17;06:00:00;0.00;Y
1966-07-18;06:00:00;0.00;Y
1966-07-19;06:00:00;0.00;Y
1966-07-20;06:00:00;0.00;Y
1966-07-21;06:00:00;0.00;Y
1966-07-22;06:00:00;0.00;Y
1966-07-23;06:00:00;0.00;Y
1966-07-24;06:00:00;0.00;Y
1966-07-25;06:00:00;0.00;Y
1966-07-26;06:00:00;0.00;Y
1966-07-27;06:00:00;0.00;Y
1966-07-28;06:00:00;0.00;Y
1966-07-29;06:00:00;0.00;Y
1966-07-30;06:00:00;0.00;Y
1966-07-31;06:00:00;0.00;Y
1966-08-01;06:00:00;0.00;Y
1966-08-02;06:00:00;0.00;Y
1966-08-03;06:00:00;0.00;Y
1966-08-04;06:00:00;0.00;Y
1966-08-05;06:00:00;0.00;Y
1966-08-06;06:00:00;0.00;Y
1966-08-07;06:00:00;0.00;Y
1966-08-08;06:00:00;0.00;Y
1966-08-09;06:00:00;0.00;Y
1966-08-10;06:00:00;0.00;Y
1966-08-11;06:00:00;0.00;Y
1966-08-12;06:00:00;0.00;Y
1966-08-13;06:00:00;0.00;Y
1966-08-14;06:00:00;0.00;Y
1966-08-15;06:00:00;0.00;Y
1966-08-16;06:00:00;0.00;Y
1966-08-17;06:00:00;0.00;Y
1966-08-18;06:00:00;0.00;Y
1966-08-19;06:00:00;0.00;Y
1966-08-20;06:00:00;0.00;Y
1966-08-21;06:00:00;0.00;Y
1966-08-22;06:00:00;0.00;Y
1966-08-23;06:00:00;0.00;Y
1966-08-24;06:00:00;0.00;Y
1966-08-25;06:00:00;0.00;Y
1966-08-26;06:00:00;0.00;Y
1966-08-27;06:00:00;0.00;Y
1966-08-28;06:00:00;0.00;Y
1966-08-29;06:00:00;0.00;Y
1966-08-30;06:00:00;0.00;Y
1966-08-31;06:00:00;0.00;Y
1966-09-01;06:00:00;0.00;Y
1966-09-02;06:00:00;0.00;Y
1966-09-03;06:00:00;0.00;Y
1966-09-04;06:00:00;0.00;Y
1966-09-05;06:00:00;0.00;Y
1966-09-06;06:00:00;0.00;Y
1966-09-07;06:00:00;0.00;Y
1966-09-08;06:00:00;0.00;Y
1966-09-09;06:00:00;0.00;Y
1966-09-10;06:00:00;0.00;Y
1966-09-11;06:00:00;0.00;Y
1966-09-12;06:00:00;0.00;Y
1966-09-13;06:00:00;0.00;Y
1966-09-14;06:00:00;0.00;Y
1966-09-15;06:00:00;0.00;Y
1966-09-16;06:00:00;0.00;Y
1966-09-17;06:00:00;0.00;Y
1966-09-18;06:00:00;0.00;Y
1966-09-19;06:00:00;0.00;Y
1966-09-20;06:00:00;0.00;Y
1966-09-21;06:00:00;0.00;Y
1966-09-22;06:00:00;0.00;Y
1966-09-23;06:00:00;0.00;Y
1966-09-24;06:00:00;0.00;Y
1966-09-25;06:00:00;0.00;Y
1966-09-26;06:00:00;0.00;Y
1966-09-27;06:00:00;0.00;Y
1966-09-28;06:00:00;0.00;Y
1966-09-29;06:00:00;0.00;Y
1966-09-30;06:00:00;0.00;Y
1966-10-01;06:00:00;0.00;Y
1966-10-02;06:00:00;0.00;Y
1966-10-03;06:00:00;0.00;Y
1966-10-04;06:00:00;0.00;Y
1966-10-05;06:00:00;0.00;Y
1966-10-06;06:00:00;0.00;Y
1966-10-07;06:00:00;0.00;Y
1966-10-08;06:00:00;0.00;Y
1966-10-09;06:00:00;0.00;Y
1966-10-10;06:00:00;0.00;Y
1966-10-11;06:00:00;0.00;Y
1966-10-12;06:00:00;0.00;Y
1966-10-13;06:00:00;0.00;Y
1966-10-14;06:00:00;0.00;Y
1966-10-15;06:00:00;0.00;Y
1966-10-16;06:00:00;0.00;Y
1966-10-17;06:00:00;0.00;Y
1966-10-18;06:00:00;0.00;Y
1966-10-19;06:00:00;0.00;Y
1966-10-20;06:00:00;0.00;Y
1966-10-21;06:00:00;0.00;Y
1966-10-22;06:00:00;0.00;Y
1966-10-23;06:00:00;0.00;Y
1966-10-24;06:00:00;0.00;Y
1966-10-25;06:00:00;0.00;Y
1966-10-26;06:00:00;0.00;Y
1966-10-27;06:00:00;0.00;Y
1966-10-28;06:00:00;0.00;Y
1966-10-29;06:00:00;0.00;Y
1966-10-30;06:00:00;0.00;Y
1966-10-31;06:00:00;0.00;Y
1966-11-01;06:00:00;0.00;Y
1966-11-03;06:00:00;0.00;Y
1966-11-04;06:00:00;0.00;Y
1966-11-05;06:00:00;0.00;Y
1966-11-06;06:00:00;0.00;Y
1966-11-07;06:00:00;0.00;Y
1966-11-08;06:00:00;0.00;Y
1966-11-09;06:00:00;0.00;Y
1966-11-10;06:00:00;0.00;Y
1966-11-11;06:00:00;0.00;Y
1966-11-12;06:00:00;0.00;Y
1966-11-13;06:00:00;0.00;Y
1966-11-14;06:00:00;0.00;Y
1966-11-15;06:00:00;0.00;Y
1966-11-16;06:00:00;0.00;Y
1966-11-17;06:00:00;0.00;Y
1966-11-21;06:00:00;0.08;Y
1966-11-22;06:00:00;0.04;Y
1966-11-23;06:00:00;0.04;Y
1966-11-24;06:00:00;0.06;Y
1966-11-25;06:00:00;0.06;Y
1966-11-26;06:00:00;0.05;Y
1966-11-27;06:00:00;0.04;Y
1966-11-28;06:00:00;0.00;Y
1966-11-29;06:00:00;0.00;Y
1966-11-30;06:00:00;0.00;Y
1966-12-01;06:00:00;0.05;Y
1966-12-02;06:00:00;0.08;Y
1966-12-03;06:00:00;0.00;Y
1966-12-04;06:00:00;0.00;Y
1966-12-05;06:00:00;0.00;Y
1966-12-06;06:00:00;0.00;Y
1966-12-07;06:00:00;0.00;Y
1966-12-08;06:00:00;0.00;Y
1966-12-09;06:00:00;0.08;Y
1966-12-10;06:00:00;0.10;Y
1966-12-11;06:00:00;0.12;Y
1966-12-12;06:00:00;0.15;Y
1966-12-13;06:00:00;0.22;Y
1966-12-14;06:00:00;0.20;Y
1966-12-15;06:00:00;0.24;Y
1966-12-16;06:00:00;0.24;Y
1966-12-17;06:00:00;0.26;Y
1966-12-18;06:00:00;0.08;Y
1966-12-19;06:00:00;0.00;Y
1966-12-20;06:00:00;0.00;Y
1966-12-21;06:00:00;0.00;Y
1966-12-22;06:00:00;0.00;Y
1966-12-23;06:00:00;0.00;Y
1966-12-24;06:00:00;0.12;Y
1966-12-25;06:00:00;0.17;Y
1966-12-26;06:00:00;0.17;Y
1966-12-27;06:00:00;0.17;Y
1966-12-28;06:00:00;0.18;Y
1966-12-29;06:00:00;0.15;Y
1966-12-30;06:00:00;0.22;Y
1966-12-31;06:00:00;0.25;Y
1967-01-01;06:00:00;0.25;Y
1967-01-02;06:00:00;0.25;Y
1967-01-03;06:00:00;0.28;Y
1967-01-04;06:00:00;0.28;Y
1967-01-05;06:00:00;0.25;Y
1967-01-06;06:00:00;0.25;Y
1967-01-07;06:00:00;0.25;Y
1967-01-08;06:00:00;0.25;Y
1967-01-09;06:00:00;0.27;Y
1967-01-10;06:00:00;0.29;Y
1967-01-11;06:00:00;0.37;Y
1967-01-12;06:00:00;0.37;Y
1967-01-13;06:00:00;0.37;Y
1967-01-14;06:00:00;0.35;Y
1967-01-15;06:00:00;0.35;Y
1967-01-16;06:00:00;0.35;Y
1967-01-17;06:00:00;0.30;Y
1967-01-18;06:00:00;0.28;Y
1967-01-19;06:00:00;0.30;Y
1967-01-20;06:00:00;0.25;Y
1967-01-21;06:00:00;0.25;Y
1967-01-22;06:00:00;0.25;Y
1967-01-23;06:00:00;0.25;Y
1967-01-24;06:00:00;0.25;Y
1967-01-25;06:00:00;0.26;Y
1967-01-26;06:00:00;0.30;Y
1967-01-27;06:00:00;0.33;Y
1967-01-28;06:00:00;0.33;Y
1967-01-29;06:00:00;0.54;Y
1967-01-30;06:00:00;0.56;Y
1967-01-31;06:00:00;0.62;Y
1967-02-01;06:00:00;0.65;Y
1967-02-02;06:00:00;0.57;Y
1967-02-03;06:00:00;0.60;Y
1967-02-04;06:00:00;0.45;Y
1967-02-05;06:00:00;0.37;Y
1967-02-06;06:00:00;0.35;Y
1967-02-07;06:00:00;0.35;Y
1967-02-08;06:00:00;0.34;Y
1967-02-09;06:00:00;0.34;Y
1967-02-10;06:00:00;0.34;Y
1967-02-11;06:00:00;0.34;Y
1967-02-12;06:00:00;0.32;Y
1967-02-13;06:00:00;0.32;Y
1967-02-14;06:00:00;0.32;Y
1967-02-15;06:00:00;0.32;Y
1967-02-16;06:00:00;0.32;Y
1967-02-17;06:00:00;0.30;Y
1967-02-18;06:00:00;0.30;Y
1967-02-19;06:00:00;0.30;Y
1967-02-20;06:00:00;0.42;Y
1967-02-21;06:00:00;0.32;Y
1967-02-22;06:00:00;0.30;Y
1967-02-23;06:00:00;0.30;Y
1967-02-24;06:00:00;0.44;Y
1967-02-25;06:00:00;0.46;Y
1967-02-26;06:00:00;0.46;Y
1967-02-27;06:00:00;0.42;Y
1967-02-28;06:00:00;0.38;Y
1967-03-01;06:00:00;0.38;Y
1967-03-02;06:00:00;0.38;Y
1967-03-03;06:00:00;0.36;Y
1967-03-04;06:00:00;0.36;Y
1967-03-05;06:00:00;0.30;Y
1967-03-06;06:00:00;0.20;Y
1967-03-07;06:00:00;0.12;Y
1967-03-08;06:00:00;0.10;Y
1967-03-09;06:00:00;0.05;Y
1967-03-10;06:00:00;0.04;Y
1967-03-11;06:00:00;0.00;Y
1967-03-12;06:00:00;0.00;Y
1967-03-13;06:00:00;0.00;Y
1967-03-14;06:00:00;0.00;Y
1967-03-15;06:00:00;0.00;Y
1967-03-16;06:00:00;0.00;Y
1967-03-17;06:00:00;0.00;Y
1967-03-18;06:00:00;0.04;Y
1967-03-19;06:00:00;0.00;Y
1967-03-20;06:00:00;0.03;Y
1967-03-21;06:00:00;0.00;Y
1967-03-22;06:00:00;0.00;Y
1967-03-23;06:00:00;0.00;Y
1967-03-24;06:00:00;0.03;Y
1967-03-25;06:00:00;0.00;Y
1967-03-26;06:00:00;0.00;Y
1967-03-27;06:00:00;0.00;Y
1967-03-28;06:00:00;0.00;Y
1967-03-29;06:00:00;0.00;Y
1967-03-30;06:00:00;0.00;Y
1967-03-31;06:00:00;0.00;Y
1967-04-01;06:00:00;0.00;Y
1967-04-02;06:00:00;0.00;Y
1967-04-03;06:00:00;0.00;Y
1967-04-04;06:00:00;0.03;Y
1967-04-05;06:00:00;0.00;Y
1967-04-06;06:00:00;0.00;Y
1967-04-07;06:00:00;0.00;Y
1967-04-08;06:00:00;0.00;Y
1967-04-09;06:00:00;0.00;Y
1967-04-10;06:00:00;0.00;Y
1967-04-11;06:00:00;0.00;Y
1967-04-12;06:00:00;0.00;Y
1967-04-13;06:00:00;0.00;Y
1967-04-14;06:00:00;0.00;Y
1967-04-15;06:00:00;0.00;Y
1967-04-16;06:00:00;0.00;Y
1967-04-17;06:00:00;0.00;Y
1967-04-18;06:00:00;0.00;Y
1967-04-19;06:00:00;0.00;Y
1967-04-20;06:00:00;0.03;Y
1967-04-21;06:00:00;0.00;Y
1967-04-22;06:00:00;0.13;Y
1967-04-23;06:00:00;0.04;Y
1967-04-24;06:00:00;0.00;Y
1967-04-25;06:00:00;0.00;Y
1967-04-26;06:00:00;0.00;Y
1967-04-27;06:00:00;0.00;Y
1967-04-28;06:00:00;0.00;Y
1967-04-29;06:00:00;0.00;Y
1967-04-30;06:00:00;0.00;Y
1967-05-01;06:00:00;0.00;Y
1967-05-02;06:00:00;0.10;Y
1967-05-03;06:00:00;0.06;Y
1967-05-04;06:00:00;0.00;Y
1967-05-05;06:00:00;0.00;Y
1967-05-06;06:00:00;0.00;Y
1967-05-07;06:00:00;0.00;Y
1967-05-08;06:00:00;0.00;Y
1967-05-09;06:00:00;0.00;Y
1967-05-10;06:00:00;0.00;Y
1967-05-11;06:00:00;0.00;Y
1967-05-12;06:00:00;0.00;Y
1967-05-13;06:00:00;0.00;Y
1967-05-14;06:00:00;0.00;Y
1967-05-15;06:00:00;0.00;Y
1967-05-16;06:00:00;0.00;Y
1967-05-17;06:00:00;0.00;Y
1967-05-18;06:00:00;0.00;Y
1967-05-19;06:00:00;0.00;Y
1967-05-20;06:00:00;0.00;Y
1967-05-21;06:00:00;0.00;Y
1967-05-22;06:00:00;0.00;Y
1967-05-23;06:00:00;0.00;Y
1967-05-24;06:00:00;0.00;Y
1967-05-25;06:00:00;0.00;Y
1967-05-26;06:00:00;0.00;Y
1967-05-27;06:00:00;0.00;Y
1967-05-28;06:00:00;0.00;Y
1967-05-29;06:00:00;0.00;Y
1967-05-30;06:00:00;0.00;Y
